Mod:Item:MetaData, Localized Name
extracells:pattern.fluid:0, ME流体模板: 镎-235
extracells:pattern.fluid:0, ME流体模板: 镎
extracells:pattern.fluid:0, ME流体模板: 铀-239
extracells:pattern.fluid:0, ME流体模板: 铀-234
extracells:pattern.fluid:0, ME流体模板: 铀-233
extracells:pattern.fluid:0, ME流体模板: 铀
extracells:pattern.fluid:0, ME流体模板: 镤-233
extracells:pattern.fluid:0, ME流体模板: 镤
extracells:pattern.fluid:0, ME流体模板: 钍-233
extracells:pattern.fluid:0, ME流体模板: 氟化氢
extracells:pattern.fluid:0, ME流体模板: 贵金属
extracells:pattern.fluid:0, ME流体模板: 金合金
extracells:pattern.fluid:0, ME流体模板: 氯金酸
extracells:pattern.fluid:0, ME流体模板: 贵金属硝酸盐
extracells:pattern.fluid:0, ME流体模板: 铜浸出物
extracells:pattern.fluid:0, ME流体模板: 鎶
extracells:pattern.fluid:0, ME流体模板: 钋
extracells:pattern.fluid:0, ME流体模板: 氯苯
extracells:pattern.fluid:0, ME流体模板: 聚苯并咪唑
extracells:pattern.fluid:0, ME流体模板: 间苯二甲酸二苯酯
extracells:pattern.fluid:0, ME流体模板: 二氨基联苯胺
extracells:pattern.fluid:0, ME流体模板: 二氯联苯胺
extracells:pattern.fluid:0, ME流体模板: 二甲苯
extracells:pattern.fluid:0, ME流体模板: 硝基氯苯
extracells:pattern.fluid:0, ME流体模板: 鲁里迪特
extracells:pattern.fluid:0, ME流体模板: 铑钯合金
extracells:pattern.fluid:0, ME流体模板: 铑滤饼溶液
extracells:pattern.fluid:0, ME流体模板: 铑盐溶液
extracells:pattern.fluid:0, ME流体模板: 铑
extracells:pattern.fluid:0, ME流体模板: 酸性铱溶液
extracells:pattern.fluid:0, ME流体模板: 锇溶液
extracells:pattern.fluid:0, ME流体模板: 二氧化铱
extracells:pattern.fluid:0, ME流体模板: 酸性锇溶液
extracells:pattern.fluid:0, ME流体模板: 四氧化钌溶液
extracells:pattern.fluid:0, ME流体模板: 四氧化钌热溶液
extracells:pattern.fluid:0, ME流体模板: 四氧化钌
extracells:pattern.fluid:0, ME流体模板: 钌
extracells:pattern.fluid:0, ME流体模板: 硫酸铑溶液
extracells:pattern.fluid:0, ME流体模板: 硫酸铑
extracells:pattern.fluid:0, ME流体模板: 二硫酸钾
extracells:pattern.fluid:0, ME流体模板: 甲酸
extracells:pattern.fluid:0, ME流体模板: 硫酸钠
extracells:pattern.fluid:0, ME流体模板: 甲酸钠
extracells:pattern.fluid:0, ME流体模板: 钯富氨
extracells:pattern.fluid:0, ME流体模板: 氯化铵
extracells:pattern.fluid:0, ME流体模板: 王水
extracells:pattern.fluid:0, ME流体模板: 浓缩铂
extracells:pattern.fluid:0, ME流体模板: 碳化锆
extracells:pattern.fluid:0, ME流体模板: 锆
extracells:pattern.fluid:0, ME流体模板: 氪
extracells:pattern.fluid:0, ME流体模板: 氖
extracells:pattern.fluid:0, ME流体模板: 氙
extracells:pattern.fluid:0, ME流体模板: 液态氢
extracells:pattern.fluid:0, ME流体模板: 基础发酵物
extracells:pattern.fluid:0, ME流体模板: 液态氧
extracells:pattern.fluid:0, ME流体模板: RP-1煤油
extracells:pattern.fluid:0, ME流体模板: 火箭燃料（RP-1）
extracells:pattern.fluid:0, ME流体模板: 火箭燃料（CN3H7O3）
extracells:pattern.fluid:0, ME流体模板: 浓肼混合燃料混合
extracells:pattern.fluid:0, ME流体模板: 萘
extracells:pattern.fluid:0, ME流体模板: 邻苯二甲酸
extracells:pattern.fluid:0, ME流体模板: 乙基对苯二酚
extracells:pattern.fluid:0, ME流体模板: 乙基蒽醌
extracells:pattern.fluid:0, ME流体模板: 过氧化氢
extracells:pattern.fluid:0, ME流体模板: 肼
extracells:pattern.fluid:0, ME流体模板: 一甲基肼
extracells:pattern.fluid:0, ME流体模板: 乙苯
extracells:pattern.fluid:0, ME流体模板: 煤油
extracells:pattern.fluid:0, ME流体模板: 蒽
extracells:pattern.fluid:0, ME流体模板: 硫煤焦油
extracells:pattern.fluid:0, ME流体模板: 煤焦油
extracells:pattern.fluid:0, ME流体模板: 焦油
extracells:pattern.fluid:0, ME流体模板: 四氧化氮
extracells:pattern.fluid:0, ME流体模板: 火箭燃料（H8N4C2O4）
extracells:pattern.fluid:0, ME流体模板: 因克罗伊铁铬合金MA-956
extracells:pattern.fluid:0, ME流体模板: 高温超导体-1223
extracells:pattern.fluid:0, ME流体模板: 巴氏合金
extracells:pattern.fluid:0, ME流体模板: 镍钛合金-60
extracells:pattern.fluid:0, ME流体模板: 生汽油
extracells:pattern.fluid:0, ME流体模板: 汽油
extracells:pattern.fluid:0, ME流体模板: 乙基叔丁基醚
extracells:pattern.fluid:0, ME流体模板: 辛烷
extracells:pattern.fluid:0, ME流体模板: 高辛烷值汽油
extracells:pattern.fluid:0, ME流体模板: 暴雪
extracells:pattern.fluid:0, ME流体模板: 极寒之凛冰
extracells:pattern.fluid:0, ME流体模板: 末影合金
extracells:pattern.fluid:0, ME流体模板: ZPM超导
extracells:pattern.fluid:0, ME流体模板: 聚氯乙烯
extracells:pattern.fluid:0, ME流体模板: LuV超导
extracells:pattern.fluid:0, ME流体模板: IV超导
extracells:pattern.fluid:0, ME流体模板: EV超导
extracells:pattern.fluid:0, ME流体模板: HV超导
extracells:pattern.fluid:0, ME流体模板: MV超导
extracells:pattern.fluid:0, ME流体模板: ZPM超导基
extracells:pattern.fluid:0, ME流体模板: LuV超导基
extracells:pattern.fluid:0, ME流体模板: IV超导基
extracells:pattern.fluid:0, ME流体模板: EV超导基
extracells:pattern.fluid:0, ME流体模板: HV超导基
extracells:pattern.fluid:0, ME流体模板: MV超导基
extracells:pattern.fluid:0, ME流体模板: 三氯化铁
extracells:pattern.fluid:0, ME流体模板: 热压硬化钴铬硬质合金
extracells:pattern.fluid:0, ME流体模板: 司太立
extracells:pattern.fluid:0, ME流体模板: 图帕伽
extracells:pattern.fluid:0, ME流体模板: 哈氏合金-N
extracells:pattern.fluid:0, ME流体模板: 贫铀合金
extracells:pattern.fluid:0, ME流体模板: 波廷合金
extracells:pattern.fluid:0, ME流体模板: 马氏体时效钢-250
extracells:pattern.fluid:0, ME流体模板: 因康镍合金-625
extracells:pattern.fluid:0, ME流体模板: 灰钛合金
extracells:pattern.fluid:0, ME流体模板: 艾格林钢
extracells:pattern.fluid:0, ME流体模板: 烈焰之炽焱
extracells:pattern.fluid:0, ME流体模板: 中子素
extracells:pattern.fluid:0, ME流体模板: 质子流质
extracells:pattern.fluid:0, ME流体模板: 中子流质
extracells:pattern.fluid:0, ME流体模板: 无菌培养基
extracells:pattern.fluid:0, ME流体模板: 培养基原液
extracells:pattern.fluid:0, ME流体模板: 鱼油
extracells:pattern.fluid:0, ME流体模板: 巫水
extracells:pattern.fluid:0, ME流体模板: 热蒸汽
extracells:pattern.fluid:0, ME流体模板: 热氘
extracells:pattern.fluid:0, ME流体模板: 热钠钾合金
extracells:pattern.fluid:0, ME流体模板: 热钠
extracells:pattern.fluid:0, ME流体模板: 热氟锂钠钾混合物
extracells:pattern.fluid:0, ME流体模板: 热氟锂铍混合物
extracells:pattern.fluid:0, ME流体模板: 热共晶铅铋
extracells:pattern.fluid:0, ME流体模板: 六氯化镄
extracells:pattern.fluid:0, ME流体模板: 六氟化镄
extracells:pattern.fluid:0, ME流体模板: 六氯化镤
extracells:pattern.fluid:0, ME流体模板: 六氟化镤
extracells:pattern.fluid:0, ME流体模板: 六氯化铀
extracells:pattern.fluid:0, ME流体模板: 六氟化铀
extracells:pattern.fluid:0, ME流体模板: 六氯化镎
extracells:pattern.fluid:0, ME流体模板: 六氟化镎
extracells:pattern.fluid:0, ME流体模板: 六氯化锎
extracells:pattern.fluid:0, ME流体模板: 六氟化锎
extracells:pattern.fluid:0, ME流体模板: 六氯化锿
extracells:pattern.fluid:0, ME流体模板: 六氟化锿
extracells:pattern.fluid:0, ME流体模板: 六氯化钚
extracells:pattern.fluid:0, ME流体模板: 六氟化钚
extracells:pattern.fluid:0, ME流体模板: 六氯化镅
extracells:pattern.fluid:0, ME流体模板: 六氟化镅
extracells:pattern.fluid:0, ME流体模板: 六氯化锔
extracells:pattern.fluid:0, ME流体模板: 六氟化锔
extracells:pattern.fluid:0, ME流体模板: 六氯化锫
extracells:pattern.fluid:0, ME流体模板: 六氟化锫
extracells:pattern.fluid:0, ME流体模板: 六氯化钔
extracells:pattern.fluid:0, ME流体模板: 六氟化钔
extracells:pattern.fluid:0, ME流体模板: 六氯化钍
extracells:pattern.fluid:0, ME流体模板: 六氟化钍
extracells:pattern.fluid:0, ME流体模板: 营养精华液
extracells:pattern.fluid:0, ME流体模板: 深渊露水
extracells:pattern.fluid:0, ME流体模板: 轻盈之气
extracells:pattern.fluid:0, ME流体模板: 烈酒
extracells:pattern.fluid:0, ME流体模板: 火焰水
extracells:pattern.fluid:0, ME流体模板: 液态经验
extracells:pattern.fluid:0, ME流体模板: 液态阳光
extracells:pattern.fluid:0, ME流体模板: 云之精华
extracells:pattern.fluid:0, ME流体模板: 浓缩云之精华
extracells:pattern.fluid:0, ME流体模板: 平凡的药水
extracells:pattern.fluid:0, ME流体模板: 浓稠的药水
extracells:pattern.fluid:0, ME流体模板: 粗制的药水
extracells:pattern.fluid:0, ME流体模板: 夜视药水
extracells:pattern.fluid:0, ME流体模板: 夜视药水
extracells:pattern.fluid:0, ME流体模板: 隐身药水
extracells:pattern.fluid:0, ME流体模板: 隐身药水
extracells:pattern.fluid:0, ME流体模板: 跳跃药水
extracells:pattern.fluid:0, ME流体模板: 跳跃药水
extracells:pattern.fluid:0, ME流体模板: 跳跃药水
extracells:pattern.fluid:0, ME流体模板: 抗火药水
extracells:pattern.fluid:0, ME流体模板: 抗火药水
extracells:pattern.fluid:0, ME流体模板: 迅捷药水
extracells:pattern.fluid:0, ME流体模板: 迅捷药水
extracells:pattern.fluid:0, ME流体模板: 迅捷药水
extracells:pattern.fluid:0, ME流体模板: 迟缓药水
extracells:pattern.fluid:0, ME流体模板: 迟缓药水
extracells:pattern.fluid:0, ME流体模板: 水肺药水
extracells:pattern.fluid:0, ME流体模板: 水肺药水
extracells:pattern.fluid:0, ME流体模板: 治疗药水
extracells:pattern.fluid:0, ME流体模板: 治疗药水
extracells:pattern.fluid:0, ME流体模板: 伤害药水
extracells:pattern.fluid:0, ME流体模板: 伤害药水
extracells:pattern.fluid:0, ME流体模板: 剧毒药水
extracells:pattern.fluid:0, ME流体模板: 剧毒药水
extracells:pattern.fluid:0, ME流体模板: 剧毒药水
extracells:pattern.fluid:0, ME流体模板: 再生药水
extracells:pattern.fluid:0, ME流体模板: 再生药水
extracells:pattern.fluid:0, ME流体模板: 再生药水
extracells:pattern.fluid:0, ME流体模板: 力量药水
extracells:pattern.fluid:0, ME流体模板: 力量药水
extracells:pattern.fluid:0, ME流体模板: 力量药水
extracells:pattern.fluid:0, ME流体模板: 虚弱药水
extracells:pattern.fluid:0, ME流体模板: 虚弱药水
extracells:pattern.fluid:0, ME流体模板: 幸运药水
extracells:terminal.fluid.wireless, item.extracells.terminal.fluid.wireless.name
extracells:storage.component:0, 256k-ME存储组件
extracells:storage.component:1, 1024k-ME存储组件
extracells:storage.component:2, 4096k-ME存储组件
extracells:storage.component:3, 16384k-ME存储组件
extracells:storage.component:4, 1k-ME流体存储组件
extracells:storage.component:5, 4k-ME流体存储组件
extracells:storage.component:6, 16k-ME流体存储组件
extracells:storage.component:7, 64k-ME流体存储组件
extracells:storage.component:8, 256k-ME流体存储组件
extracells:storage.component:9, 1024k-ME流体存储组件
extracells:storage.component:10, 4096k-ME流体存储组件
extracells:storage.casing:0, 高级存储外壳
extracells:storage.casing:1, 流体存储外壳
extracells:fluid.item, item.extracells.fluid.item.name
extracells:storage.fluid.portable:0, ME便携式流体存储器
extracells:storage.fluid.portable:0, ME便携式流体存储器
extracells:pattern.crafting, item.extracells.pattern.crafting.name
extracells:terminal.universal.wireless, item.extracells.terminal.universal.wireless.name
extracells:certustank, extracells.block.certustank.name
extracells:walrus, 海象
extracells:fluidcrafter, ME流体装配室
extracells:ecbaseblock, ME流体接口
extracells:fluidfiller, 流体自动装填机
extracells:hardmedrive, ME防爆驱动器
extracells:vibrantchamberfluid, 流体谐振仓
forestry:fertilizer_bio, 堆肥
forestry:fertilizer_compound, 肥料
forestry:apatite, 磷灰石
forestry:research_note, %s 的笔记
forestry:portable_alyzer, 便携式多用分析仪
forestry:ingot_copper, 铜锭
forestry:ingot_tin, 锡锭
forestry:ingot_bronze, 青铜锭
forestry:wrench, 扳手
forestry:pipette, 移液管
forestry:sturdy_machine, 坚固部件
forestry:hardened_machine, 强化部件
forestry:impregnated_casing, 浸渍部件
forestry:flexible_casing, 灵活部件
forestry:crafting_material:0, 脉动之尘
forestry:crafting_material:1, 脉动网格
forestry:crafting_material:2, 丝缕
forestry:crafting_material:3, 丝绸
forestry:crafting_material:4, 驱云电荷
forestry:crafting_material:5, 碎冰
forestry:crafting_material:6, 飘香镶板
forestry:crafting_material:7, 伪装镶板
forestry:naturalist_helmet, 眼镜
forestry:peat, 泥炭
forestry:ash, 灰烬
forestry:bituminous_peat, 沥青质泥炭
forestry:gear_bronze, 青铜齿轮
forestry:gear_copper, 铜齿轮
forestry:gear_tin, 锡齿轮
forestry:chipsets:0, 小型电子板
forestry:chipsets:1, 中型电子板
forestry:chipsets:2, 大型电子板
forestry:chipsets:3, 先进电子板
forestry:soldering_iron, 电烙铁
forestry:carton, 纸板箱
forestry:oak_stick, 浸渍木棍
forestry:wood_pulp, 木浆
forestry:broken_bronze_pickaxe, 损坏的镐
forestry:broken_bronze_shovel, 损坏的锹
forestry:bronze_pickaxe, 幸存者之镐
forestry:bronze_shovel, 幸存者之锹
forestry:kit_shovel, 锹应急袋
forestry:kit_pickaxe, 镐应急袋
forestry:mouldy_wheat, 发霉小麦
forestry:decaying_wheat, 腐烂小麦
forestry:mulch, 覆盖戍
forestry:iodine_capsule, 碘酒胶囊
forestry:phosphor, 荧光粉
forestry:beeswax, 蜂蜡
forestry:refractory_wax, 耐火蜂蜡
forestry:fruits:0, 樱桃
forestry:fruits:1, 核桃
forestry:fruits:2, 栗子
forestry:fruits:3, 柠檬
forestry:fruits:4, 李子
forestry:fruits:5, 椰枣
forestry:fruits:6, 木瓜
forestry:analyzer:0, 分析仪
forestry:escritoire:0, 写字台
forestry:bog_earth:0, 沼泽泥
forestry:humus:0, 腐殖土
forestry:resources:0, 磷矿石
forestry:resources:1, 铜矿石
forestry:resources:2, 锡矿石
forestry:resource_storage:0, 磷灰石块
forestry:resource_storage:1, 铜块
forestry:resource_storage:2, 锡块
forestry:resource_storage:3, 青铜块
forestry:ash_brick:0, 灰砖
forestry:ash_stairs:0, 灰砖楼梯
forestry:apiarist_bag, 养蜂员背包
forestry:lepidopterist_bag, 鳞翅目昆虫学家背包
forestry:miner_bag, 采矿者背包
forestry:miner_bag_t2, 采矿者编织背包
forestry:digger_bag, 挖掘者背包
forestry:digger_bag_t2, 挖掘者编织背包
forestry:forester_bag, 林业员背包
forestry:forester_bag_t2, 林业员编织背包
forestry:hunter_bag, 狩猎者背包
forestry:hunter_bag_t2, 狩猎者编织背包
forestry:adventurer_bag, 冒险家背包
forestry:adventurer_bag_t2, 冒险家编织背包
forestry:builder_bag, 建筑师背包
forestry:builder_bag_t2, 建筑师编织背包
forestry:genetic_filter:0, 基因过滤器
forestry:crate, 板条箱
forestry:charcoal:0, 木炭块
forestry:wood_pile:0, 原木堆
forestry:wood_pile_decorative:0, 装饰用原木堆
forestry:ash_block_0:0, Ash Block
forestry:ash_block_1:0, Ash Block
forestry:ash_block_2:0, Ash Block
forestry:ash_block_3:0, Ash Block
forestry:loam:0, 壤土
forestry:database:0, 数据库
forestry:book_forester, 林务员手册
forestry:habitat_locator, 栖息地定位仪
forestry:imprinter, 染色体变换仪
forestry:cart.beehouse:0, 蜂房车
forestry:cart.beehouse:1, 蜂箱车
forestry:frame_untreated, 未处理框架
forestry:frame_impregnated, 浸渍框架
forestry:frame_proven, 标定框架
forestry:honey_drop:0, 蜂蜜滴
forestry:pollen:0, 花粉
forestry:pollen:1, 水晶花粉
forestry:propolis:0, 蜂胶
forestry:propolis:1, 粘性蜂胶
forestry:propolis:3, 丝滑蜂胶
forestry:honeydew, 蜂蜜汁
forestry:royal_jelly, 蜂王浆
forestry:wax_cast, 打蜡工具
forestry:bee_combs:0, 蜜蜂蜂窝
forestry:bee_combs:2, 激化蜂窝
forestry:bee_combs:3, 纤维蜂窝
forestry:bee_combs:4, 冻结蜂窝
forestry:bee_combs:5, 滴水蜂窝
forestry:bee_combs:6, 丝滑蜂窝
forestry:bee_combs:7, 炎热蜂窝
forestry:bee_combs:15, 苔藓蜂窝
forestry:bee_combs:16, 醇厚蜂窝
forestry:apiarist_helmet, 养蜂员帽子
forestry:apiarist_chest, 养蜂员衬衣
forestry:apiarist_legs, 养蜂员裤子
forestry:apiarist_boots, 养蜂员靴子
forestry:scoop, 捕虫网
forestry:smoker, 驱蜂烟雾
forestry:apiary:0, 蜂箱
forestry:bee_house:0, 简易蜂房
forestry:bee_chest:0, 养蜂人箱子
forestry:beehives:0, 森林蜂巢
forestry:beehives:1, 草地蜂巢
forestry:beehives:2, 温和蜂巢
forestry:beehives:3, 热带蜂巢
forestry:beehives:4, 末影蜂巢
forestry:beehives:5, 凛冬蜂巢
forestry:beehives:6, 沼泽蜂巢
forestry:candle:0, 熄灭的蜡烛
forestry:stump:0, 蜡烛
forestry:bee_combs_0:0, 蜜蜂蜂窝块
forestry:bee_combs_0:2, 激化蜂窝块
forestry:bee_combs_0:3, 纤维蜂窝块
forestry:bee_combs_0:4, 冻结蜂窝块
forestry:bee_combs_0:5, 滴水蜂窝块
forestry:bee_combs_0:6, 丝滑蜂窝块
forestry:bee_combs_0:7, 炎热蜂窝块
forestry:bee_combs_0:15, 苔藓蜂窝块
forestry:bee_combs_1:0, 醇厚蜂窝块
forestry:alveary.plain:0, 蜂箱组
forestry:alveary.swarmer:0, 蜂箱组克隆盒
forestry:alveary.fan:0, 蜂箱组风扇
forestry:alveary.heater:0, 蜂箱组加热器
forestry:alveary.hygro:0, 蜂箱组保湿器
forestry:alveary.stabiliser:0, 蜂箱组稳定器
forestry:alveary.sieve:0, 蜂箱组滤网
forestry:mushroom:0, tile.for.mushroom.name
forestry:mushroom:1, tile.for.mushroom.name
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:arboretum:0, 自动伐木机
forestry:arboretum:1, 手动伐木机
forestry:farm_crops:0, 自动收割机
forestry:farm_crops:1, 手动收割机
forestry:farm_mushroom:0, 自动蘑菇收割机
forestry:farm_mushroom:1, 手动蘑菇收割机
forestry:farm_gourd:0, 自动瓜类收割机
forestry:farm_gourd:1, 手动瓜类收割机
forestry:farm_nether:0, 自动地狱收割机
forestry:farm_nether:1, 手动地狱收割机
forestry:farm_ender:0, 自动末影收割机
forestry:farm_ender:1, 手动末影收割机
forestry:peat_bog:0, 自动泥炭沼泽
forestry:peat_bog:1, 手动泥炭沼泽
forestry:fluid.bio.ethanol, 种子油
forestry:fluid.biomass, 生物质
forestry:fluid.glass, 液态玻璃
forestry:fluid.for.honey, 蜂蜜
forestry:fluid.ice, 碎冰
forestry:fluid.juice, 果汁
forestry:fluid.milk, 牛奶
forestry:fluid.seed.oil, 种子油
forestry:fluid.short.mead, 蜂蜜酒
forestry:can, item.for.can.name
forestry:capsule, item.for.capsule.name
forestry:refractory, item.for.refractory.name
forestry:honeyed_slice, 蜂蜜面包
forestry:ambrosia, 仙馔密酒
forestry:honey_pot, 蜜罐
forestry:greenhouse:0, Greenhouse Block
forestry:greenhouse:3, 温室能量分配器
forestry:greenhouse:4, 温室控制器
forestry:greenhouse:5, 温室屏幕
forestry:climatiser:0, 温室湿度控制器
forestry:climatiser:1, 温室加热器
forestry:climatiser:2, 温室风扇
forestry:climatiser:3, 温室加湿器
forestry:climatiser:4, 温室除湿器
forestry:greenhouse.window:0, 温室窗户
forestry:greenhouse.window_up:0, 温室天窗
forestry:grafter, 剪枝器
forestry:grafter_proven, 标定剪枝器
forestry:logs.0:0, 落叶树原木
forestry:logs.0:1, 柚树原木
forestry:logs.0:2, 金合欢树原木
forestry:logs.0:3, 酸橙树原木
forestry:logs.1:0, 栗树原木
forestry:logs.1:1, 崖豆树原木
forestry:logs.1:2, 猴面包树原木
forestry:logs.1:3, 红杉树原木
forestry:logs.2:0, 木棉树原木
forestry:logs.2:1, 乌檀树原木
forestry:logs.2:2, 桃心树原木
forestry:logs.2:3, 巴尔杉树原木
forestry:logs.3:0, 柳树原木
forestry:logs.3:1, 胡桃树原木
forestry:logs.3:2, 绿樟树原木
forestry:logs.3:3, 樱树原木
forestry:logs.4:0, 高槿树原木
forestry:logs.4:1, 白杨树原木
forestry:logs.4:2, 棕榈树原木
forestry:logs.4:3, 木瓜树原木
forestry:logs.5:0, 松树原木
forestry:logs.5:1, 李子树原木
forestry:logs.5:2, 枫树原木
forestry:logs.5:3, 柑橘树原木
forestry:logs.6:0, 巨杉树原木
forestry:logs.6:1, 重蚁树原木
forestry:logs.6:2, 紫檀树原木
forestry:logs.6:3, 黄檀树原木
forestry:logs.7:0, 斑木树原木
forestry:logs.fireproof.0:0, 抗燃落叶树原木
forestry:logs.fireproof.0:1, 抗燃柚树原木
forestry:logs.fireproof.0:2, 抗燃金合欢树原木
forestry:logs.fireproof.0:3, 抗燃酸橙树原木
forestry:logs.fireproof.1:0, 抗燃栗树原木
forestry:logs.fireproof.1:1, 抗燃崖豆树原木
forestry:logs.fireproof.1:2, 抗燃猴面包树原木
forestry:logs.fireproof.1:3, 抗燃红杉树原木
forestry:logs.fireproof.2:0, 抗燃木棉树原木
forestry:logs.fireproof.2:1, 抗燃乌檀树原木
forestry:logs.fireproof.2:2, 抗燃桃心树原木
forestry:logs.fireproof.2:3, 抗燃巴尔杉树原木
forestry:logs.fireproof.3:0, 抗燃柳树原木
forestry:logs.fireproof.3:1, 抗燃胡桃树原木
forestry:logs.fireproof.3:2, 抗燃绿樟树原木
forestry:logs.fireproof.3:3, 抗燃樱树原木
forestry:logs.fireproof.4:0, 抗燃高槿树原木
forestry:logs.fireproof.4:1, 抗燃白杨树原木
forestry:logs.fireproof.4:2, 抗燃棕榈树原木
forestry:logs.fireproof.4:3, 抗燃木瓜树原木
forestry:logs.fireproof.5:0, 抗燃松树原木
forestry:logs.fireproof.5:1, 抗燃李子树原木
forestry:logs.fireproof.5:2, 抗燃枫树原木
forestry:logs.fireproof.5:3, 抗燃柑橘树原木
forestry:logs.fireproof.6:0, 抗燃巨杉树原木
forestry:logs.fireproof.6:1, 抗燃重蚁树原木
forestry:logs.fireproof.6:2, 抗燃紫檀树原木
forestry:logs.fireproof.6:3, 抗燃黄檀树原木
forestry:logs.fireproof.7:0, 抗燃斑木树原木
forestry:logs.vanilla.fireproof.0:0, 抗燃橡木
forestry:logs.vanilla.fireproof.0:1, 抗燃云杉木
forestry:logs.vanilla.fireproof.0:2, 抗燃白桦木
forestry:logs.vanilla.fireproof.0:3, 抗燃丛林木
forestry:logs.vanilla.fireproof.1:0, 抗燃金合欢木
forestry:logs.vanilla.fireproof.1:1, 抗燃深色橡木
forestry:planks.0:0, 落叶树木板
forestry:planks.0:1, 柚树木板
forestry:planks.0:2, 金合欢树木板
forestry:planks.0:3, 酸橙树木板
forestry:planks.0:4, 栗树木板
forestry:planks.0:5, 崖豆树木板
forestry:planks.0:6, 猴面包树木板
forestry:planks.0:7, 红杉树木板
forestry:planks.0:8, 木棉树木板
forestry:planks.0:9, 乌檀树木板
forestry:planks.0:10, 桃心树木板
forestry:planks.0:11, 巴尔杉树木板
forestry:planks.0:12, 柳树木板
forestry:planks.0:13, 胡桃树木板
forestry:planks.0:14, 绿樟树木板
forestry:planks.0:15, 樱树木板
forestry:planks.1:0, 高槿树木板
forestry:planks.1:1, 白杨树木板
forestry:planks.1:2, 棕榈树木板
forestry:planks.1:3, 木瓜树木板
forestry:planks.1:4, 松树木板
forestry:planks.1:5, 李子树木板
forestry:planks.1:6, 枫树木板
forestry:planks.1:7, 柑橘树木板
forestry:planks.1:8, 巨杉树木板
forestry:planks.1:9, 重蚁树木板
forestry:planks.1:10, 紫檀树木板
forestry:planks.1:11, 黄檀树木板
forestry:planks.1:12, 斑木树木板
forestry:planks.fireproof.0:0, 抗燃落叶树木板
forestry:planks.fireproof.0:1, 抗燃柚树木板
forestry:planks.fireproof.0:2, 抗燃金合欢树木板
forestry:planks.fireproof.0:3, 抗燃酸橙树木板
forestry:planks.fireproof.0:4, 抗燃栗树木板
forestry:planks.fireproof.0:5, 抗燃崖豆树木板
forestry:planks.fireproof.0:6, 抗燃猴面包树木板
forestry:planks.fireproof.0:7, 抗燃红杉树木板
forestry:planks.fireproof.0:8, 抗燃木棉树木板
forestry:planks.fireproof.0:9, 抗燃乌檀树木板
forestry:planks.fireproof.0:10, 抗燃桃心树木板
forestry:planks.fireproof.0:11, 抗燃巴尔杉树木板
forestry:planks.fireproof.0:12, 抗燃柳树木板
forestry:planks.fireproof.0:13, 抗燃胡桃树木板
forestry:planks.fireproof.0:14, 抗燃绿樟树木板
forestry:planks.fireproof.0:15, 抗燃樱树木板
forestry:planks.fireproof.1:0, 抗燃高槿树木板
forestry:planks.fireproof.1:1, 抗燃白杨树木板
forestry:planks.fireproof.1:2, 抗燃棕榈树木板
forestry:planks.fireproof.1:3, 抗燃木瓜树木板
forestry:planks.fireproof.1:4, 抗燃松树木板
forestry:planks.fireproof.1:5, 抗燃李子树木板
forestry:planks.fireproof.1:6, 抗燃枫树木板
forestry:planks.fireproof.1:7, 抗燃柑橘树木板
forestry:planks.fireproof.1:8, 抗燃巨杉树木板
